(504, -516)
(505, -512)
(501, -501)
(502, -496)
(501, -489)
(500, -482)
(499, -475)
(499, -469)
(502, -466)
(501, -460)
(504, -457)
(501, -448)
(501, -443)
(501, -438)
(504, -435)
(501, -427)
(501, -421)
(499, -415)
(497, -407)
(494, -401)
(494, -396)
(495, -391)
(494, -385)
(491, -379)
(493, -375)
(494, -371)
(492, -365)
(492, -360)
(491, -355)
(493, -351)
(494, -348)
(493, -343)
(491, -337)
(491, -333)
(492, -328)
(494, -325)
(494, -321)
(491, -315)
(490, -310)
(491, -306)
(488, -301)
(489, -297)
(491, -294)
(492, -291)
(490, -286)
(489, -281)
(490, -277)
(490, -274)
(487, -268)
(486, -263)
(487, -260)
(489, -257)
(489, -254)
(486, -248)
(486, -245)
(481, -238)
(482, -235)
(484, -232)
(485, -229)
(485, -225)
(481, -220)
(479, -216)
(479, -212)
(481, -209)
(477, -204)
(479, -201)
(479, -198)
(478, -194)
(475, -190)
(475, -186)
(475, -183)
(476, -180)
(478, -177)
(479, -174)
(479, -171)
(480, -168)
(480, -165)
(474, -160)
(475, -157)
(476, -154)
(476, -151)
(477, -148)
(477, -144)
(478, -141)
(473, -137)
(473, -134)
(474, -131)
(474, -128)
(474, -125)
(472, -121)
(473, -118)
(472, -115)
(472, -112)
(473, -109)
(474, -106)
(472, -103)
(472, -100)
(473, -97)
(472, -94)
(473, -91)
(473, -88)
(474, -85)
(474, -82)
(474, -79)
(474, -76)
(471, -72)
(467, -69)
(468, -66)
(468, -63)
(467, -60)
(467, -57)
(467, -54)
(468, -51)
(468, -49)
(467, -46)
(467, -43)
(467, -40)
(466, -37)
(466, -34)
(464, -31)
(463, -28)
(463, -25)
(464, -22)
(464, -19)
(465, -17)
(465, -14)
(465, -11)
(465, -8)
(464, -5)
(464, -2)
(460, 0)
(458, 2)
(459, 5)
(460, 8)
(460, 11)
(460, 14)
(460, 16)
(464, 19)
(464, 22)
(464, 25)
(464, 28)
(464, 31)
(465, 34)
(464, 37)
(464, 39)
(465, 42)
(467, 46)
(465, 48)
(465, 51)
(464, 54)
(464, 57)
(464, 60)
(463, 62)
(463, 65)
(457, 67)
(457, 70)
(459, 73)
(459, 76)
(458, 79)
(457, 82)
(454, 84)
(453, 87)
(452, 89)
(452, 92)
(452, 95)
(453, 98)
(451, 101)
(451, 104)
(448, 106)
(446, 109)
(444, 111)
(445, 114)
(442, 116)
(442, 119)
(441, 122)
(441, 125)
(439, 127)
(439, 130)
(438, 132)
(436, 135)
(435, 138)
(435, 140)
(434, 143)
(432, 145)
(433, 148)
(434, 152)
(431, 154)
(430, 156)
(432, 160)
(432, 163)
(431, 166)
(430, 168)
(428, 171)
(427, 174)
(426, 176)
(427, 180)
(426, 182)
(425, 185)
(431, 191)
(430, 193)
(430, 196)
(431, 200)
(430, 203)
(429, 206)
(428, 209)
(426, 211)
(426, 214)
(422, 215)
(420, 218)
(422, 222)
(421, 225)
(421, 228)
(420, 231)
(419, 234)
(421, 238)
(420, 241)
(420, 245)
(419, 247)
(418, 250)
(417, 253)
(415, 255)
(415, 259)
(416, 263)
(416, 267)
(413, 268)
(414, 273)
(414, 276)
(416, 282)
(414, 284)
(415, 288)
(411, 289)
(409, 292)
(407, 294)
(406, 297)
(404, 300)
(405, 304)
(409, 311)
(407, 313)
(405, 316)
(403, 318)
(402, 322)
(406, 329)
(405, 333)
(403, 335)
(401, 338)
(399, 340)
(401, 346)
(400, 349)
(398, 352)
(400, 358)
(398, 361)
(397, 364)
(394, 366)
(399, 375)
(397, 378)
(396, 382)
(394, 384)
(394, 389)
(391, 391)
(392, 396)
(391, 400)
(389, 403)
(386, 406)
(386, 410)
(384, 413)
(386, 420)
(384, 423)
(381, 426)
(378, 428)
(376, 430)
(378, 438)
(378, 443)
(378, 449)
(377, 454)
(375, 457)
(374, 461)
(371, 464)
(368, 466)
(366, 469)
(369, 480)
(366, 482)
(368, 490)
(365, 492)
(365, 499)
(363, 503)
(363, 508)
(362, 514)
(361, 519)
(359, 523)
(356, 525)
(356, 532)
(358, 543)
(355, 545)
(353, 551)
(352, 555)
(350, 560)
(347, 564)
(349, 574)
(347, 604)
(343, 606)
(339, 608)
(337, 613)
(339, 626)
(337, 632)
(335, 636)
(337, 649)
(335, 657)
(335, 667)
(337, 680)
(332, 682)
(328, 684)
(324, 685)
(318, 684)
(311, 680)
(307, 682)
(301, 679)
(296, 679)
(291, 680)
(283, 672)
(279, 674)
(274, 674)
(268, 672)
(264, 672)
(258, 669)
(254, 671)
(249, 672)
(245, 671)
(240, 671)
(235, 670)
(229, 667)
(223, 663)
(219, 664)
(215, 666)
(215, 678)
(210, 680)
(206, 682)
(204, 689)
(210, 727)
(209, 740)
(205, 744)
(201, 745)
(196, 746)
(194, 757)
(193, 774)
(190, 781)
(187, 789)
(183, 796)
(181, 808)
(179, 823)
(178, 841)
(174, 850)
(172, 867)
(169, 882)
(238, 1280)
(233, 1301)
(230, 1328)
(222, 1329)
(220, 1371)
(215, 1394)
(210, 1420)
(207, 1457)
(201, 1486)
(197, 1524)
(190, 1547)
(184, 1577)
(182, 1642)
(175, 1678)
(170, 1735)
(165, 1797)
(159, 1855)
(152, 1905)
(145, 1973)
(137, 2029)
(128, 2098)
(119, 2169)
(108, 2209)
(98, 2284)
(84, 2285)
(70, 2285)
(17, 724)
(13, 722)
(8, 722)
(4, 722)
(0, 723)

(0, -1197)
(7, -1278)
(25, -1397)
(34, -1416)
(811, -2360)
(748, -2133)
(736, -2058)
(729, -2001)
(718, -1932)
(705, -1862)
(694, -1800)
(688, -1751)
(675, -1688)
(666, -1638)
(658, -1589)
(646, -1535)
(638, -1489)
(629, -1443)
(626, -1414)
(620, -1377)
(614, -1341)
(610, -1311)
(602, -1274)
(604, -1257)
(596, -1223)
(590, -1191)
(587, -1166)
(583, -1141)
(582, -1122)
(575, -1093)
(573, -1072)
(566, -1044)
(564, -1025)
(560, -1004)
(555, -980)
(557, -969)
(551, -946)
(543, -920)
(545, -910)
(541, -891)
(539, -875)
(534, -854)
(536, -846)
(541, -843)
(537, -826)
(542, -823)
(517, -753)
(521, -750)
(523, -743)
(515, -722)
(517, -716)
(516, -705)
(519, -700)
(523, -697)
(514, -675)
(516, -670)
(512, -656)
(512, -648)
(511, -638)
(508, -627)
(509, -620)
(511, -615)
(502, -597)
(505, -592)
(508, -589)
(509, -582)
(510, -577)
(508, -568)
(507, -560)
(510, -556)
(506, -545)
(506, -539)
(506, -531)
(506, -525)
(507, -520)
(505, -512)
(506, -506)
(509, -503)
(506, -493)
(503, -485)
(500, -476)
(501, -471)
(501, -465)
(502, -461)
(499, -452)
(501, -448)
(504, -445)
(499, -436)
(502, -433)
(502, -428)
(498, -419)
(499, -415)
(497, -408)
(497, -402)
(493, -394)
(494, -390)
(495, -386)
(497, -383)
(498, -379)
(494, -371)
(493, -366)
(494, -362)
(495, -358)
(494, -353)
(497, -350)
(492, -342)
(491, -337)
(492, -333)
(492, -328)
(492, -324)
(493, -321)
(493, -317)
(489, -309)
(489, -305)
(487, -300)
(490, -298)
(491, -294)
(488, -288)
(487, -283)
(487, -280)
(488, -277)
(489, -273)
(489, -269)
(487, -264)
(487, -260)
(488, -257)
(489, -254)
(487, -249)
(485, -244)
(483, -239)
(484, -236)
(485, -233)
(483, -228)
(485, -225)
(485, -222)
(483, -217)
(483, -214)
(482, -210)
(478, -205)
(478, -201)
(479, -198)
(476, -194)
(477, -190)
(477, -187)
(474, -183)
(474, -179)
(475, -176)
(476, -173)
(477, -170)
(478, -167)
(478, -164)
(475, -160)
(475, -157)
(474, -153)
(474, -150)
(475, -147)
(475, -144)
(476, -141)
(477, -138)
(478, -135)
(476, -131)
(476, -128)
(477, -125)
(473, -121)
(473, -118)
(474, -115)
(474, -112)
(476, -110)
(476, -106)
(476, -103)
(471, -99)
(472, -96)
(472, -94)
(472, -90)
(473, -88)
(474, -85)
(474, -82)
(475, -79)
(475, -76)
(471, -72)
(470, -69)
(469, -66)
(468, -63)
(470, -60)
(466, -57)
(466, -54)
(467, -51)
(467, -48)
(466, -45)
(467, -43)
(467, -40)
(465, -37)
(463, -34)
(460, -31)
(461, -28)
(461, -25)
(461, -22)
(461, -19)
(462, -17)
(465, -14)
(465, -11)
(465, -8)
(465, -5)
(465, -2)
(462, 0)
(460, 2)
(460, 5)
(461, 8)
(461, 11)
(461, 14)
(461, 17)
(461, 19)
(461, 22)
(463, 25)
(460, 28)
(467, 31)
(467, 34)
(466, 37)
(466, 40)
(467, 43)
(469, 46)
(469, 49)
(469, 52)
(466, 54)
(464, 57)
(463, 60)
(461, 62)
(461, 65)
(460, 68)
(460, 71)
(460, 74)
(453, 75)
(453, 78)
(455, 81)
(455, 84)
(455, 87)
(455, 90)
(454, 93)
(453, 96)
(453, 98)
(446, 100)
(446, 103)
(445, 105)
(444, 108)
(444, 111)
(443, 114)
(443, 116)
(443, 119)
(440, 121)
(439, 124)
(443, 128)
(444, 131)
(444, 134)
(443, 137)
(443, 140)
(443, 143)
(437, 144)
(436, 147)
(437, 150)
(434, 152)
(430, 153)
(432, 157)
(431, 160)
(430, 162)
(429, 165)
(430, 168)
(428, 171)
(427, 174)
(426, 176)
(425, 179)
(427, 183)
(427, 186)
(426, 189)
(428, 193)
(431, 197)
(431, 200)
(433, 204)
(432, 207)
(431, 210)
(429, 212)
(428, 215)
(427, 218)
(426, 221)
(424, 223)
(423, 226)
(421, 228)
(420, 231)
(424, 236)
(422, 239)
(421, 242)
(419, 244)
(420, 248)
(419, 251)
(417, 253)
(416, 256)
(417, 260)
(417, 264)
(417, 267)
(414, 269)
(414, 273)
(416, 278)
(416, 282)
(414, 284)
(413, 287)
(411, 289)
(409, 292)
(410, 296)
(409, 299)
(409, 303)
(408, 306)
(408, 310)
(407, 314)
(405, 316)
(406, 321)
(405, 324)
(403, 326)
(405, 333)
(405, 336)
(403, 339)
(404, 344)
(403, 348)
(402, 351)
(400, 354)
(400, 358)
(400, 362)
(399, 366)
(397, 368)
(395, 372)
(393, 374)
(391, 377)
(396, 386)
(395, 390)
(393, 393)
(390, 395)
(390, 400)
(388, 403)
(389, 409)
(387, 411)
(386, 416)
(386, 421)
(384, 424)
(382, 427)
(380, 430)
(381, 436)
(380, 440)
(378, 443)
(375, 446)
(375, 451)
(373, 454)
(373, 460)
(373, 466)
(375, 475)
(373, 478)
(370, 480)
(370, 487)
(368, 490)
(366, 494)
(366, 501)
(363, 503)
(361, 506)
(363, 515)
(361, 519)
(362, 527)
(358, 529)
(355, 532)
(354, 537)
(353, 544)
(352, 549)
(350, 553)
(348, 557)
(346, 562)
(349, 574)
(350, 584)
(353, 598)
(349, 600)
(345, 600)
(341, 602)
(338, 606)
(341, 620)
(338, 624)
(336, 628)
(337, 641)
(335, 646)
(332, 650)
(339, 674)
(335, 676)
(332, 680)
(329, 685)
(323, 684)
(318, 684)
(314, 686)
(306, 681)
(300, 678)
(294, 675)
(289, 675)
(285, 676)
(278, 673)
(274, 673)
(269, 673)
(265, 674)
(260, 675)
(256, 677)
(250, 673)
(244, 669)
(240, 671)
(235, 670)
(230, 669)
(222, 658)
(218, 659)
(213, 661)
(216, 684)
(212, 685)
(209, 690)
(205, 694)
(210, 727)
(209, 738)
(206, 745)
(201, 747)
(197, 748)
(195, 760)
(191, 764)
(190, 779)
(186, 786)
(185, 800)
(181, 809)
(180, 826)
(177, 840)
(175, 853)
(171, 863)
(170, 885)
(238, 1279)
(234, 1302)
(230, 1330)
(222, 1331)
(218, 1360)
(215, 1394)
(210, 1416)
(206, 1453)
(201, 1481)
(195, 1511)
(193, 1569)
(186, 1594)
(181, 1633)
(178, 1707)
(170, 1729)
(166, 1799)
(159, 1856)
(152, 1909)
(145, 1969)
(137, 2034)
(128, 2093)
(119, 2164)
(108, 2204)
(98, 2284)
(84, 2285)
(70, 2285)
(17, 723)
(13, 723)
(8, 723)
(4, 723)
(0, 714)

(0, -1253)
(60, -1403)
(68, -1403)
(754, -2192)
(746, -2128)
(739, -2065)
(729, -2001)
(721, -1940)
(706, -1866)
(696, -1805)
(688, -1751)
(676, -1692)
(663, -1631)
(657, -1588)
(648, -1538)
(640, -1493)
(631, -1449)
(625, -1411)
(622, -1381)
(612, -1337)
(611, -1312)
(607, -1284)
(598, -1246)
(597, -1223)
(590, -1190)
(587, -1167)
(583, -1141)
(583, -1123)
(578, -1098)
(568, -1062)
(570, -1051)
(562, -1021)
(560, -1003)
(558, -986)
(550, -958)
(555, -953)
(545, -922)
(541, -904)
(543, -893)
(538, -874)
(536, -859)
(533, -843)
(539, -839)
(539, -829)
(529, -803)
(534, -799)
(505, -746)
(510, -743)
(514, -740)
(519, -737)
(516, -724)
(520, -719)
(516, -705)
(520, -701)
(523, -697)
(515, -677)
(516, -670)
(508, -651)
(511, -647)
(513, -641)
(513, -633)
(513, -626)
(510, -614)
(505, -600)
(507, -596)
(508, -589)
(511, -585)
(508, -574)
(504, -564)
(507, -559)
(507, -552)
(508, -547)
(511, -543)
(508, -533)
(502, -521)
(505, -518)
(504, -510)
(500, -500)
(501, -495)
(501, -488)
(500, -482)
(499, -475)
(501, -472)
(501, -465)
(503, -462)
(500, -453)
(498, -446)
(501, -443)
(503, -440)
(506, -436)
(505, -430)
(500, -421)
(502, -417)
(494, -406)
(496, -402)
(495, -396)
(495, -391)
(494, -385)
(491, -378)
(492, -374)
(494, -371)
(496, -368)
(497, -363)
(498, -360)
(496, -354)
(495, -348)
(494, -343)
(492, -337)
(493, -334)
(492, -328)
(490, -323)
(492, -320)
(492, -316)
(491, -311)
(487, -304)
(488, -301)
(489, -297)
(490, -294)
(490, -290)
(484, -282)
(486, -279)
(486, -275)
(488, -272)
(489, -269)
(486, -264)
(488, -261)
(490, -258)
(483, -250)
(484, -247)
(485, -244)
(485, -240)
(487, -237)
(488, -234)
(488, -230)
(483, -224)
(480, -220)
(481, -216)
(482, -213)
(482, -210)
(481, -206)
(473, -199)
(474, -196)
(476, -193)
(477, -190)
(474, -186)
(473, -182)
(474, -179)
(475, -176)
(476, -173)
(475, -170)
(474, -166)
(475, -163)
(474, -160)
(475, -157)
(475, -153)
(474, -150)
(475, -147)
(475, -144)
(476, -141)
(475, -137)
(474, -134)
(475, -131)
(475, -128)
(473, -124)
(474, -121)
(475, -119)
(473, -115)
(473, -112)
(476, -110)
(475, -106)
(473, -103)
(473, -100)
(472, -96)
(470, -93)
(470, -90)
(470, -87)
(470, -84)
(471, -81)
(472, -78)
(474, -76)
(472, -73)
(472, -70)
(471, -66)
(466, -63)
(467, -60)
(469, -57)
(468, -54)
(469, -52)
(469, -49)
(469, -46)
(469, -43)
(468, -40)
(467, -37)
(466, -34)
(464, -31)
(464, -28)
(464, -25)
(464, -22)
(463, -19)
(463, -17)
(464, -14)
(466, -11)
(466, -8)
(466, -5)
(466, -2)
(464, 0)
(458, 2)
(458, 5)
(463, 8)
(461, 11)
(461, 14)
(461, 17)
(461, 19)
(461, 22)
(462, 25)
(462, 28)
(463, 31)
(463, 34)
(465, 37)
(465, 40)
(467, 43)
(466, 45)
(466, 48)
(466, 51)
(463, 54)
(463, 57)
(463, 60)
(461, 62)
(462, 65)
(456, 67)
(456, 70)
(456, 73)
(456, 76)
(456, 79)
(456, 82)
(455, 84)
(454, 87)
(453, 90)
(449, 92)
(449, 95)
(448, 97)
(447, 100)
(449, 103)
(449, 106)
(447, 109)
(446, 111)
(445, 114)
(442, 116)
(441, 119)
(440, 121)
(439, 124)
(440, 127)
(440, 130)
(439, 133)
(438, 135)
(437, 138)
(437, 141)
(435, 143)
(434, 146)
(434, 149)
(434, 152)
(432, 154)
(431, 157)
(431, 160)
(432, 163)
(431, 166)
(430, 169)
(430, 172)
(429, 174)
(428, 177)
(427, 180)
(426, 182)
(425, 185)
(426, 189)
(426, 192)
(430, 196)
(432, 201)
(431, 203)
(430, 207)
(429, 209)
(428, 212)
(426, 214)
(425, 217)
(421, 218)
(422, 222)
(420, 224)
(421, 228)
(424, 233)
(422, 235)
(421, 239)
(420, 241)
(419, 244)
(418, 247)
(416, 249)
(417, 253)
(417, 257)
(416, 260)
(417, 264)
(416, 267)
(415, 270)
(418, 275)
(416, 278)
(413, 279)
(411, 282)
(409, 284)
(407, 287)
(408, 291)
(407, 294)
(406, 297)
(407, 302)
(407, 306)
(410, 312)
(408, 314)
(406, 317)
(404, 319)
(402, 322)
(400, 324)
(400, 328)
(404, 336)
(403, 339)
(401, 341)
(398, 343)
(396, 346)
(396, 350)
(397, 356)
(397, 360)
(397, 365)
(395, 367)
(397, 374)
(396, 377)
(393, 379)
(393, 384)
(394, 389)
(391, 391)
(390, 394)
(386, 396)
(384, 398)
(387, 407)
(388, 413)
(387, 417)
(385, 419)
(382, 422)
(381, 426)
(379, 429)
(378, 433)
(380, 440)
(377, 443)
(377, 448)
(375, 451)
(373, 455)
(378, 466)
(376, 470)
(375, 474)
(372, 477)
(371, 481)
(368, 483)
(366, 487)
(364, 491)
(366, 501)
(364, 504)
(363, 508)
(361, 513)
(360, 518)
(359, 523)
(356, 525)
(356, 532)
(355, 538)
(356, 547)
(353, 550)
(351, 555)
(351, 562)
(348, 566)
(347, 572)
(352, 588)
(351, 593)
(349, 599)
(345, 601)
(342, 603)
(341, 611)
(338, 615)
(339, 624)
(338, 633)
(337, 641)
(335, 646)
(335, 656)
(338, 671)
(338, 682)
(334, 684)
(330, 686)
(323, 683)
(318, 684)
(313, 683)
(308, 683)
(300, 678)
(296, 680)
(291, 680)
(285, 677)
(280, 676)
(274, 675)
(270, 676)
(264, 673)
(260, 674)
(255, 675)
(250, 673)
(245, 672)
(240, 672)
(236, 673)
(232, 675)
(224, 666)
(220, 667)
(219, 677)
(215, 678)
(210, 680)
(208, 688)
(206, 696)
(210, 725)
(209, 739)
(206, 746)
(202, 748)
(197, 749)
(193, 751)
(191, 764)
(190, 779)
(188, 793)
(185, 804)
(182, 812)
(181, 830)
(178, 842)
(175, 853)
(173, 869)
(171, 888)
(237, 1278)
(233, 1301)
(230, 1327)
(222, 1328)
(219, 1362)
(215, 1393)
(209, 1411)
(206, 1450)
(202, 1492)
(195, 1512)
(190, 1545)
(185, 1586)
(180, 1627)
(176, 1683)
(170, 1735)
(164, 1786)
(159, 1856)
(151, 1900)
(145, 1969)
(137, 2031)
(128, 2098)
(119, 2163)
(108, 2213)
(97, 2271)
(83, 2272)
(69, 2272)
(17, 721)
(13, 721)
(8, 721)
(4, 721)
(0, 722)

(0, -1206)
(7, -1262)
(25, -1400)
(34, -1410)
(738, -2062)
(721, -1977)
(718, -1933)
(706, -1866)
(698, -1810)
(685, -1746)
(672, -1682)
(664, -1631)
(653, -1577)
(646, -1533)
(637, -1488)
(629, -1443)
(626, -1412)
(619, -1375)
(613, -1339)
(611, -1314)
(610, -1289)
(602, -1252)
(598, -1226)
(590, -1191)
(587, -1167)
(585, -1145)
(581, -1121)
(571, -1084)
(569, -1065)
(565, -1043)
(567, -1030)
(560, -1003)
(556, -982)
(556, -968)
(550, -944)
(542, -917)
(545, -910)
(542, -893)
(540, -876)
(532, -852)
(530, -837)
(535, -833)
(537, -826)
(542, -823)
(514, -750)
(519, -747)
(521, -740)
(519, -727)
(516, -714)
(515, -704)
(517, -697)
(520, -693)
(514, -676)
(515, -668)
(514, -659)
(510, -646)
(513, -640)
(509, -628)
(507, -618)
(506, -609)
(506, -601)
(506, -594)
(506, -586)
(508, -582)
(510, -577)
(504, -564)
(508, -560)
(510, -556)
(503, -542)
(506, -538)
(508, -534)
(507, -527)
(505, -518)
(501, -507)
(503, -503)
(505, -499)
(505, -493)
(501, -483)
(500, -476)
(503, -473)
(500, -464)
(499, -458)
(500, -453)
(499, -447)
(502, -444)
(498, -435)
(501, -432)
(497, -424)
(498, -419)
(494, -410)
(497, -407)
(498, -404)
(500, -400)
(492, -389)
(494, -385)
(494, -380)
(490, -372)
(492, -369)
(493, -365)
(495, -362)
(491, -355)
(491, -350)
(493, -347)
(494, -343)
(496, -340)
(489, -331)
(490, -327)
(490, -323)
(491, -319)
(493, -316)
(492, -311)
(489, -305)
(490, -302)
(490, -298)
(491, -294)
(488, -289)
(489, -285)
(489, -281)
(490, -277)
(486, -271)
(487, -268)
